Product Name,MRP,Wholesale Rate,Retail Rate
Hajmola Imli 1/- Jar 160pc,160.0,140.0,150.0
Hajmola Imli C C -28/- ,28.0,25.0,27.0
Hajmola Pudina 1/- Jar 160pc,160.0,140.0,150.0
Hajmola Regular 1/- Jar 160pc,160.0,140.0,150.0
Hajmola Small Jar                                  ,28.0,25.0,27.0
Haldi 100 gm,30.0,18.0,22.0
Haldiram Aloo Bhujiya 200 gm,44.0,40.0,42.0
Haldiram Badam /-260 ,260.0,235.0,250.0
Haldiram Bhel 200gm 44/-,44.0,40.0,42.0
Haldiram Bondi 200gm 44/- ,44.0,39.0,45.0
Haldiram Fatafat Bhel 200gm,30.0,27.0,28.0
Haldiram Kaju Mixture 200gm,69.0,63.0,65.0
Haldiram Khata Meetha 200gm,44.0,40.0,42.0
Haldiram Mix 150/- ,150.0,135.0,140.0
Haldiram Namkeen All in One 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen All in One 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Aloo Bhujia 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Aloo Bhujia 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Bhujia 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Bhujia 200gm,44.0,40.0,42.0
Haldiram Namkeen Bhujia 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Boondi 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Boondi 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Dal Bhaji 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Dal Bhaji 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Diet Mixture 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Diet Mixture 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Fatafat Bhel 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Fatafat Bhel 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Kaju Mixture 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Kaju Mixture 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Khatta Meetha 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Khatta Meetha 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Konr Flace 200gm -63/- ,63.0,56.0,60.0
Haldiram Namkeen Mix 10/-,100.0,80.0,90.0
Haldiram Namkeen Mix 5/ - 12pc 60/-,60.0,46.0,55.0
Haldiram Namkeen Mix 5/-,60.0,46.0,52.0
Haldiram Namkeen Mix Ladi 10pc -100/-,100.0,80.0,90.0
Haldiram Namkeen Moong Dal 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Moong Dal 200gm,49.0,44.0,45.0
Haldiram Namkeen Moong Dal 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Navratan 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Navratan 200gm ,42.0,38.0,40.0
Haldiram Namkeen Navratan 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen NImbu Masala -200gm ,46.0,42.0,43.0
Haldiram Namkeen Nimbu Masala 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Nimbu Masla 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Nutcracker 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Nutcracker 200gm,46.0,41.0,45.0
Haldiram Namkeen Nutcracker 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Panchratan 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Panchratan 200gm ,78.0,70.0,75.0
Haldiram Namkeen Panchratan 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Peanuts 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Peanuts 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Punjabi Tadka 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Punjabi Tadka 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Namkeen Sev Murmura 10/- ladi 10pc,100.0,80.0,90.0
Haldiram Namkeen Sev Murmura 5/- ladi 12pc,60.0,46.0,55.0
Haldiram Pakodi ,46.0,42.0,46.0
Haldiram Pappad Medium Masala 200gm,57.0,50.0,52.0
Haldiram Pappad Punjabi Masala 200gm,58.0,51.0,55.0
Haldiram Peanut 200gm,45.0,41.0,45.0
Haldiram Plain Bhujia 200gm ,44.0,40.0,42.0
Haldiram Rose /-150/- ,150.0,130.0,140.0
Haldiram Thandai 280/- ,280.0,265.0,270.0
Halo Shampoo 1L,280.0,240.0,250.0
Hamam Soap 100gm,29.0,27.0,28.0
Hamdard Safi 200ml,80.0,60.0,70.0
Hamdard Saulin Toffee 1/- Jar 400pc,400.0,250.0,300.0
Happydent 1/- Jar 176pc,176.0,152.0,155.0
Happydent Wave 176/-,176.0,158.0,165.0
Hari Darshan 111No. Agarbati                       ,180.0,110.0,120.0
Hari Darshan 4in1 Dhoop                            ,300.0,156.0,170.0
Hari Darshan Agarbati 12pc                         ,180.0,95.0,105.0
Hari Darshan Deluxe Dhoop                          ,204.0,104.0,114.0
Hari Darshan Gugal Dhoop 15/-                      ,300.0,156.0,170.0
Hari Darshan Hawan Samagri 200gm                                  ,46.0,25.0,32.0
Hari Darshan Hawan Samagri 400gm                                  ,88.0,50.0,55.0
Hari Darshan Jyot 20gm                                            ,16.0,10.0,13.0
Hari Darshan Kali Dhoop 4 In 1 ,180.0,100.0,108.0
Hari Darshan Lambi Dhoop                           ,192.0,110.0,120.0
Hari Darshan Maa Agarbati ,60.0,50.0,55.0
Hari Darshan Rose Agarbati,60.0,50.0,55.0
Hari Darshan Sandal Agarbati 6pc                   ,90.0,50.0,60.0
Hari Sai Dhoop 10/-                                ,180.0,90.0,120.0
Harpic Blue 1L Liquid                                             ,139.0,125.0,135.0
Harpic Blue 200gm Liquid                                          ,34.0,30.0,33.0
Harpic Blue 500gm Liquid                                          ,78.0,70.0,75.0
Harpic Flushmatic Double Cake,99.0,90.0,95.0
Harpic Flushmatic Single Cake,57.0,51.0,55.0
Harpic Red 200ml                                                  ,39.0,35.0,36.0
Harpic Red 500gm Liquid                                           ,80.0,72.0,75.0
Harpic Toilet Rim Block,60.0,54.0,57.0
Hatti Atta 10kg                                                   ,325.0,248.0,280.0
Hatti Atta 5kg                                                    ,165.0,128.0,145.0
He Deo 190/-,190.0,160.0,170.0
He Deo 210/-,210.0,170.0,180.0
Head & Shoulder Shampoo Ladi Mix 3/ 16pc 48/- ,48.0,38.0,44.0
Head & Shoulders Shampoo 1.5/- Ladi 16pc,24.0,20.0,24.0
Head & Shoulders Shampoo 135ml,135.0,122.0,128.0
Head & Shoulders Shampoo 3/- Black Ladi 16pc,48.0,38.0,44.0
Head & Shoulders Shampoo 3/- Green Ladi 16pc,48.0,38.0,44.0
Head & Shoulders Shampoo 3/- Orange Ladi 16pc,48.0,38.0,44.0
Head & Shoulders Shampoo 3/- Pink Ladi 16pc,48.0,38.0,44.0
Head & Shoulders Shampoo 340ml,250.0,225.0,230.0
Head & Shoulders Shampoo 675ml,475.0,428.0,440.0
Head & Shoulders Shampoo 80ml,60.0,54.0,57.0
Heart Beat candy Jar  170/- ,170.0,120.0,150.0
Heaven's Garden Powder 1+1,140.0,125.0,130.0
Henko Detergent 1kg,138.0,130.0,135.0
Henz Tomato Ketchup 900gm,155.0,130.0,140.0
Hershey Syrup 10/-,10.0,9.0,9.5
Hershey Syrup 10/-,10.0,9.0,9.5
Hershey Syrup 10/- pckt 20pc,200.0,180.0,190.0
Hershey's Syrup 623gm,200.0,170.0,180.0
Hide & Seek Biscuit,30.0,27.0,29.0
Hide & Seek Biscuit  125/- box,125.0,110.0,120.0
Himalay Neem Face Wash 100ml,110.0,95.0,100.0
Himalaya Baby Massage Oil  50ml,50.0,40.0,42.0
Himalaya Baby Massage Oil 100ml ,90.0,80.0,85.0
Himalaya Baby Powder 100gm,60.0,48.0,52.0
Himalaya Face Pack 15/-,15.0,13.0,15.0
Himalaya Gentle Baby Soap 75gm,35.0,30.0,32.0
Himalaya Kesar Face Wash 50gm,65.0,57.0,60.0
Himalaya Neem Face Wash 15/-,15.0,13.0,14.0
Himalaya Neem Face Wash 150ml,150.0,125.0,140.0
Himalaya Neem Face Wash 50ml,65.0,57.0,60.0
Himalya Active Fresh Toothpaste 80gm,50.0,45.0,48.0
Himalya Anti Dandruff Shampoo 200ml,130.0,115.0,120.0
Himalya Complete Care Toothpaste 80gm,50.0,45.0,48.0
Himalya Sparkling White Toothpaste 80gm,55.0,50.0,52.0
Himgange 100ml,68.0,56.0,60.0
Himgange 200ml,120.0,100.0,100.0
Himgange 500ml,245.0,205.0,215.0
Himlaya Gentle Baby Shampoo 100ml,85.0,75.0,80.0
Hing 10gm,40.0,28.0,32.0
Hing Goli 5/- Jar 30pc,150.0,125.0,140.0
Hit Black Spray 200ml,94.0,84.0,85.0
Hit Black Spray 400ml,176.0,155.0,160.0
Hit Coackroach Gel ,150.0,135.0,140.0
Hit Red Pray 625ml,240.0,210.0,225.0
Hit Red Spray 200ml,94.0,84.0,87.0
Hit Red Spray 400ml,176.0,155.0,160.0
Homefoil 21m                                                      ,135.0,78.0,90.0
Homelite Matchstick 2/- 5pc                        ,10.0,8.0,10.0
Homelite Matchstick 2/- pckt 10box                 ,100.0,82.0,90.0
Homelite Matchstick 2/- peti 6pckt                 ,600.0,450.0,480.0
Homelite Matchstick 6/-                            ,6.0,5.4,6.0
Homelite Matchstick 6/- pckt 10pc                  ,60.0,54.0,58.0
Homemade Tomato Puree 200gm,25.0,22.0,24.0
Honitus Toffe ,300.0,200.0,250.0
Honitus Toffee Jar 1/- 300pc,300.0,200.0,240.0
Horlicks 30/-,30.0,27.0,29.0
Horlicks Choclate 1kg                              ,426.0,380.0,390.0
Horlicks Choclate 200gm Jar,99.0,90.0,92.0
Horlicks Choclate 500gm Jar,240.0,220.0,230.0
Horlicks Elaichi 500gm,229.0,208.0,215.0
Horlicks Kesar Badam 500gm,265.0,240.0,250.0
Horlicks Plain 1kg                                 ,456.0,400.0,420.0
Horlicks Plain 200gm Jar,110.0,100.0,102.0
Horlicks Plain 500gm Jar,245.0,220.0,230.0
Horlicks Women Vanila 200gm,199.0,182.0,185.0
Imli Pckt 200gm ,30.0,24.0,28.0
India Gate Rozana Red Rice ,80.0,62.0,70.0
India Gate Super Rice 1.25kg,125.0,105.0,110.0
Indian King Ciggerate ,300.0,280.0,290.0
Iodex Balm ,30.0,27.0,30.0
Iodex Balm 20gm ,55.0,45.0,50.0
Ipco Paste Jar 100gm,100.0,90.0,95.0
Ipco Paste Tube 100gm,113.0,100.0,105.0
Isabgol Powder 100gm,100.0,88.0,95.0
Isabgol Powder 11/- ,11.0,10.0,11.0
Isabgol Powder 200gm,170.0,150.0,160.0
Isabgol Powder 50gm,53.0,47.0,50.0
Isbgol Powder 11/- Box 25pc ,275.0,245.0,260.0
Itch Guard 13/- ,13.0,11.5,13.0
Jagmag Soap 1kg,45.0,38.0,40.0
Jal Jera 30/-,30.0,20.0,25.0
Jalani Aam Pana pckt 20pc 3/-,60.0,50.0,55.0
Jalani Gol Gape pckt ,44.0,35.0,40.0
Jalani Jaljeera 2/- pckt,60.0,50.0,55.0
Jalani Neembu Pani pckt 2/-,60.0,50.0,60.0
Jhandu Chywanprash Kesri Jiwan 450gm,390.0,332.0,345.0
Jhandu Chywanprash Kesri Jiwan 900gm,690.0,587.0,620.0
Jivi 60/- ,60.0,22.0,40.0
Jivo Canola 5L                                     ,1250.0,980.0,980.0
Jivo Canola Oil 1L,390.0,330.0,350.0
Jo 5/- 12pc,60.0,48.0,55.0
Johnsons Baby Cream 100ml,135.0,110.0,115.0
Johnsons Baby Cream 45/-,45.0,40.0,42.0
Johnsons Baby Cream 70/-,70.0,60.0,62.0
Johnsons Baby Oil 100ml,100.0,85.0,95.0
Johnsons Baby Oil 50ml,50.0,42.0,45.0
Johnsons Baby Powder,15.0,13.0,14.0
Johnsons Baby Soap 150gm,80.0,70.0,75.0
Johnsons Baby Soap 25gm,15.0,13.0,14.0
Johnsons Baby Soap 75gm,45.0,41.0,45.0
Johnsons Body Wash 100ml,75.0,65.0,68.0
Johnsons Hair Oil 100ml,70.0,60.0,65.0
Johnsons Hair Oil 50ml,45.0,40.0,42.0
Johnsons Milk Lotion 100ml,165.0,145.0,150.0
Johnsons Powder Pink 100gm                                        ,65.0,56.0,60.0
Johnsons Powder Pink 200gm                                        ,115.0,100.0,105.0
Johnsons Powder White 100gm                                       ,60.0,53.0,57.0
Johnsons Powder White 200gm                                       ,110.0,98.0,105.0
Johnsons Powder White 30gm                                        ,15.0,13.0,15.0
Johnsons Powder White 400gm                                       ,180.0,160.0,170.0
Johnsons Powder White 50gm                                        ,32.0,29.0,30.0
Johnsons Powder White 700gm                                       ,300.0,255.0,275.0
Johnsons Shampoo 100ml,85.0,75.0,80.0
Johnsons Shampoo 200ml,165.0,145.0,155.0
Johnsons Shampoo 50ml,55.0,48.0,52.0
Jolen Bleach 30/-                                  ,30.0,25.0,28.0
Juzt Jelly 1/- Jar 200pc,200.0,178.0,185.0
Jyot 5/- ,5.0,2.0,5.0
Jyot 5/- Bundle 36pc                                              ,180.0,72.0,120.0
Jyot Lambi ,5.0,2.0,4.0
Kaju 50gm ,60.0,50.0,50.0
Kaka Rusk ,65.0,43.0,50.0
Kala Namak 1kg,30.0,20.0,25.0
Kala Namak 200 gm,10.0,6.0,7.0
Kali Mirch 10/- ,10.0,8.0,9.0
Kamla Biddi Big 360/-,360.0,298.0,310.0
Kamla Biddi Choti 5/-,150.0,90.0,90.0
Kamla Pasand ,250.0,175.0,230.0
Kanodia Sarso Kachi Ghani Oil 1L                   ,140.0,104.0,120.0
Kavari Keep Mehndi Pckt 12pc,120.0,55.0,60.0
Kayam Churan 100gm                                 ,72.0,62.0,65.0
Kellogs Chocos 10/- ,10.0,8.7,9.0
Kellogs Chocos 10/-Ladi 16pc ,160.0,140.0,150.0
Kellogs Chocos 109/-,110.0,100.0,105.0
Kellogs Chocos 155/-,155.0,140.0,145.0
Kellogs Chocos 190/-,190.0,173.0,180.0
Kellogs Chocos 280/-,280.0,255.0,260.0
Kellogs Chocos 55/-,55.0,50.0,52.0
Kellogs Corn Flakes 174/-,174.0,158.0,165.0
Kellogs Corn Flakes 40/-,40.0,36.0,38.0
Kellogs Corn Flakes 97/- ,97.0,87.0,93.0
Kellogs Corn Flakes Banana,126.0,114.0,120.0
Kellogs Corn Flakes Honey,130.0,118.0,125.0
Kellogs Corn Flakes Honey Almond,160.0,145.0,155.0
Kellogs Corn Flakes Museli Nuts ,285.0,260.0,275.0
Kellogs Corn Flakes Strawberry,116.0,106.0,110.0
Kellogs K-Special 130/-,130.0,118.0,125.0
Kellogs K-Special 190/- ,190.0,175.0,180.0
Kellogs K-Special Honey 179/-,179.0,165.0,170.0
Keo Karpin 200ml                                                  ,85.0,77.0,80.0
Keo Karpin 300ml                                                  ,115.0,102.0,108.0
Keo Karpin 500ml -175/- ,175.0,158.0,165.0
Keo Karpin Oil 100ml                                              ,40.0,35.0,38.0
Keo Karpin Oil 50ml                                               ,20.0,18.0,20.0
Kesar Gold 250gm                                   ,105.0,92.5,100.0
Kesar Jyot 12pc Bundle                                            ,360.0,100.0,120.0
Kesar Jyot 30/-                                                   ,30.0,10.0,15.0
Kesar Tea 10/- Bundle 20pc                         ,200.0,165.0,190.0
Kesar Tea 250gm                                    ,90.0,78.0,80.0
Kesar Tea 5kg,1800.0,1550.0,1700.0
Kesar Tikka Pkt 12pc,120.0,84.0,100.0
Kesari Narol 1 kg,60.0,50.0,55.0
Kesari Narol Patti ,600.0,520.0,530.0
Kesh King Oil 120ml,140.0,115.0,120.0
Kesh King Shampoo 120ml,96.0,85.0,90.0
Kesh King Shampoo 60ml,50.0,40.0,42.0
Kesh Nikhar Soap 75gm,17.0,12.0,15.0
Khadi Herbal Mehndi 75gm,50.0,30.0,40.0
Kinder Joy Boys,40.0,34.0,37.0
Kinder Joy Girls ,40.0,34.0,37.0
Kishmish 100gm Khuli,50.0,30.0,40.0
Kiss Me Rose Toffee 50pc,50.0,44.0,47.0
Kissan Fruit Jam 700gm,165.0,145.0,155.0
Kissan Jam 100gm,30.0,27.0,29.0
Kissan Jam 2/- pckt 60pc,120.0,100.0,105.0
Kissan Mixed Fruit Jam 200gm,60.0,54.0,57.0
Kissan Mixed Fruit Jam 500gm,130.0,115.0,120.0
Kissan Pichku Sauce 15/- ,15.0,13.6,14.0
Kissan Sauce 15/-,15.0,13.5,15.0
Kissan Sauce 1kg,147.0,105.0,127.0
Kissan Sauce 200gm,54.0,48.0,50.0
Kissan Sauce 500gm,97.0,88.0,92.0
Kissan Sauce Pouch 1L ,125.0,100.0,120.0
Kissan Squash ,140.0,120.0,125.0
Kit Ket,10.0,9.0,10.0
Kit Ket box 36 Pcs,360.0,310.0,330.0
Kitchen King 10/-,10.0,8.35,9.0
Kitchenmate Homefoil 1kg                                          ,499.0,310.0,320.0
Kitchenmate Homefoil 20 + 5m                                      ,125.0,78.0,90.0
Kiwi Drainex 23/-,23.0,20.0,22.0
Knorr Hot & Sour Soup,55.0,43.0,50.0
Knorr Hot & Sour Soup 10/-,10.0,8.0,9.0
Knorr Manchurian,50.0,45.0,42.0
Knorr Mast Masala Noodles 15/-,15.0,13.5,14.0
Knorr Mix Veg Soup 10/-,10.0,8.0,9.0
Knorr Mix Vegetable Soup ,55.0,43.0,50.0
Knorr Soupy Maggi,15.0,13.5,15.0
Knorr Soupy maggi 10/-,10.0,9.0,10.0
Knorr Sweet Corn Soup ,55.0,43.0,50.0
Knorr Sweet Corn Soup 10/-,10.0,8.0,9.0
Knorr Sweet Corn Veg Soup ,55.0,43.0,50.0
Knorr Tomata Soup 10/-,10.0,8.0,9.0
Knorr Tomato Soup ,55.0,43.0,50.0
Krack Cream 70/- ,70.0,60.0,65.0
KS Deo,225.0,160.0,170.0
Kuber 10/-,180.0,145.0,180.0
Kuber 5/-,180.0,150.0,180.0
Kuber Supari ,60.0,50.0,55.0
Lakme Face Wash 25gm,45.0,34.0,36.0
Lakme Face Wash 50gm,99.0,85.0,90.0
Lakme Fruit Face Wash 50gm,160.0,140.0,150.0
Lakme Peach Milk 120ml,220.0,195.0,205.0
Lakme Peach Milk 60ml,110.0,98.0,105.0
Lakme Sunscreen 190,190.0,170.0,180.0
Lakme Sunscreen 375/-,375.0,330.0,350.0
Lakshman Rekha ,15.0,10.0,12.0
Lakshman Rekha Hanger 12pc,180.0,110.0,120.0
Lal Bihari,80.0,50.0,50.0
Lancer Playing Cards Box 12pc,900.0,370.0,400.0
Layer Shot Deo,195.0,160.0,170.0
Lays 10/-,10.0,9.0,10.0
Lazer Ultra Blade 10/-,10.0,7.0,8.0
Lazer Ultra Shaving Cream 100gm,50.0,20.0,25.0
Lia Agarbati 50/-                                  ,50.0,40.0,45.0
Lifebouy Handwash Pump 215ml                       ,73.0,65.0,70.0
Lifebouy Handwash Refil 185ml,42.0,37.0,40.0
Lifebouy Handwash Refil 900ml,165.0,145.0,155.0
Lifebouy Lemon 10/- ,10.0,9.0,10.0
Lifebouy Set Peti 30pc,3000.0,2680.0,2800.0
Lifebouy Set Yellow 4pc ,102.0,92.0,95.0
Lifebouy Soap 10/-,10.0,9.0,9.5
Lifebouy Soap 10/- Peti 144pc                                     ,1440.0,1280.0,1440.0
Lifebouy Soap 5/-,5.0,4.65,5.0
Lifebouy Soap 5/- Pkt 24pc,120.0,110.0,115.0
Lifebouy Soap Set Blue 98/-,98.0,89.0,95.0
Lifebouy Soap Set Red 102/-,102.0,92.0,95.0
Lifebouy Soap Set Yellow  98/-,98.0,89.0,95.0
Lifebouy Yellow 10/- ,10.0,9.0,10.0
Like Mixture ,40.0,23.0,30.0
Lim Beri 10 /-,200.0,184.0,190.0
Lipton Green Tea  20/-,20.0,18.0,19.0
Lipton Green tea 60/-,60.0,54.0,60.0
Lipton Green tea Big 140/-,140.0,120.0,130.0
Liquid Bnane Wala ,100.0,90.0,100.0
Liril Soap 125gm,52.0,48.0,50.0
Liril Soap 75gm,31.0,28.5,30.0
Listerine Mouth Wash 250ml,115.0,100.0,105.0
Little Hard Biscut 10/- ,10.0,9.0,10.0
Livon Hair Gain Tonic,685.0,585.0,620.0
Livon Sachte 3/- Ladi 12pc                         ,36.0,33.0,34.0
Livon Serum 20ml,65.0,58.0,62.0
Lizol 2L                                                          ,315.0,285.0,300.0
Lizol 500ml                                               ,82.0,72.0,80.0
Lizol Green 1L                                                    ,158.0,143.0,150.0
Lizol Lime 1kg                                                    ,158.0,143.0,150.0
Lizol Pink 1L                                                     ,158.0,143.0,150.0
Lizzat Papad Masala                                               ,64.0,57.0,60.0
Lizzat Papad Plain                                                ,58.0,52.0,55.0
London Diary Toffee Pckt ,50.0,44.0,47.0
Loose Atta 1kg,22.0,21.0,22.0
Loose Atta 500gm,11.0,10.0,11.0
Loose Golden Sela 1kg,80.0,79.0,80.0
Loose Golden Sela 500gm,40.0,39.0,40.0
Loose Rice  Basmati tukda 1kg,40.0,39.0,40.0
Loose Rice  Basmati tukda 500gm,20.0,19.0,20.0
Loose Rice Basmati 1kg,55.0,54.0,55.0
Loose Rice Basmati 500gm,28.0,27.0,28.0
Loose Rice Basmati Badiya 1kg,120.0,119.0,120.0
Loose Rice Basmati Badiya 500gm,60.0,59.0,60.0
Loose Rice Ek Hazar Sath 1kg,65.0,64.0,65.0
Loose Rice Ek Hazar Sath 500gm,33.0,32.0,33.0
Loose Rice Shahzada 1kg ,80.0,79.0,80.0
Loose Rice Shahzada 500gm ,40.0,39.0,40.0
Loreal Casting Hair Colour 100-Black,600.0,540.0,550.0
Loreal Casting Hair Colour 300-Darkest Brown,600.0,540.0,550.0
Loreal Casting Hair Colour 316-Burgundy,600.0,540.0,550.0
Loreal Casting Hair Colour 400-Dark Brown ,600.0,540.0,550.0
Loreal Casting Hair Colour 500-Medium Brown,600.0,540.0,550.0
Loreal Conditnor 200gm,170.0,150.0,160.0
Loreal Conditnor 4/ Mix 16pc /-64 ,64.0,55.0,60.0
Loreal Conditnor 4/- 6 Oil in 1 Ladi 16pc ,64.0,55.0,60.0
Loreal Conditnor 4/- Ladi 12pc,48.0,40.0,44.0
Loreal Hair Colour,600.0,540.0,550.0
Loreal Shampoo 12pc ,36.0,30.0,32.0
Loreal Shampoo 6 Oil in 1 3/- Ladi 16pc,48.0,38.0,42.0
Loreal Shampoo Golden 20gm,125.0,112.0,118.0
Loreal Shampoo Golden 640ml,430.0,385.0,400.0
Loreal Shampoo Mix 16pc -48 ,48.0,38.0,44.0
Loreal Shampoo Red 100gm,55.0,50.0,52.0
Loreal Shampoo Red 200gm,120.0,108.0,115.0
Loreal Shampoo Red 640ml,430.0,385.0,400.0
Loreal Shampoo Total Repair 3/- 16pc,48.0,38.0,42.0
Loreal Shampoo Yellow 3/-,48.0,38.0,42.0
Lotte Choco Pie 12pc ,140.0,104.0,110.0
Lotte Choco Pie 12pc 120 ,120.0,108.0,110.0
Lotte Choco Pie 18pc 180/- ,180.0,148.0,160.0
Lotte Choco Pie 6pc ,70.0,53.0,55.0
Lotte Choco Pie 6pc 60/- ,60.0,54.0,58.0
Lotte Coffee Bite Toffe pckt,75.0,65.0,68.0
Lux 10/- peti 144pc,1440.0,1280.0,1300.0
Lux International Blue Soap 125gm,50.0,46.0,48.0
Lux International Blue Soap 75gm,30.0,27.5,29.0
Lux Soap 10/-,10.0,9.0,10.0
Lux Soap 5/-,5.0,4.5,4.75
Lux Soap 5/- Pkt 24pc,120.0,110.0,116.0
Lux Soap Big Set 3pc,112.0,104.0,106.0
Lux Soap Set 4pc ,98.0,89.0,95.0
Lux Soap Set 4pc Pink ,98.0,89.0,95.0
M-Seal,10.0,8.5,9.5
Macroni Khuli 1 kg/-,80.0,50.0,60.0
Macroni Loose 1kg,80.0,45.0,60.0
Macroni Loose 250gm,20.0,12.0,15.0
Macroni Loose 500gm,40.0,23.0,30.0
Madhusudhan Ghee 100gm,50.0,40.0,42.0
Madhusudhan Ghee 1kg,440.0,410.0,410.0
Madhusudhan Ghee 200gm Jar ,100.0,88.0,95.0
Madhusudhan Ghee 500gm,220.0,210.0,210.0
Magat Ram Kale Channe 500gm,122.0,98.0,105.0
Magatram Matar Safed 500gm,38.0,31.0,35.0
Magatram Moong Chilka 64,64.0,52.0,58.0
Magatram Urhad Sabut 500gm,87.0,71.0,80.0
Maggi 12/-,12.0,10.84,11.0
Maggi 12/- petti 96pc,1152.0,985.0,1100.0
Maggi 20/- ,20.0,18.25,19.0
Maggi 20/- ,20.0,18.25,29.0
Maggi 24/-,24.0,22.0,24.0
Maggi 45/-,45.0,41.0,44.0
Maggi 67/-,67.0,62.0,65.0
Maggi Bambaiya ,20.0,18.25,20.0
Maggi Hot Heads 20/- ,20.0,18.0,20.0
Maggi Masala 5/-,5.0,4.5,4.9
Maggi Masala 5/- Laddi 24pc,120.0,108.0,115.0
Maggi Masala Box 8pc ,40.0,36.0,38.0
Maggi Masla 5/- pckt 72pc,360.0,320.0,330.0
Maggi Pasta ,25.0,23.0,24.0
Maggi Pasta chesse,25.0,23.0,24.0
Maggi Pasta masala,25.0,23.0,24.0
Maggi Pasta tomato,25.0,23.0,24.0
Maggi Pichkku Sauce ,16.0,14.5,15.0
Maggi Sauce Hot & Sour 1kg                         ,150.0,120.0,130.0
Maggi Sauce Hot & Sour 500gm                       ,100.0,88.0,92.0
Maggi Sauce Rich Tomato 1kg                        ,145.0,110.0,120.0
Maggi Sauce Rich Tomato 500gm                      ,96.0,85.0,90.0
Magnet Power Sent ,120.0,65.0,80.0
Magnet Power Sent ,45.0,25.0,30.0
Malbaro Advanced,274.0,265.0,260.0
Malbaro Lite ,274.0,265.0,260.0
Mammy Poko Large Peti,1800.0,1600.0,1700.0
Mammy Poko Pants Large 1pc,12.0,10.0,11.0
Mammy Poko Pants Medium 1pc,11.0,9.0,10.0
Mammy Poko Pants Small 1pc ,9.0,7.3,8.0
Mammy Poko Pants XL 1pc,16.0,14.0,15.0
Mammy Poko Small Peti 160pc,1500.0,1130.0,1200.0
Man Mandir Agarbati 10/-                                          ,120.0,100.0,108.0
Mangaldeep Agarbati,120.0,95.0,105.0
Mangaldeep Dhoop                                   ,180.0,95.0,105.0
Mangat Ram Arhar 500gm,65.0,53.0,58.0
Mangat Ram Lal Lobiya  500gm,53.0,45.0,52.0
Mangat Ram Maa chilka 500gm,75.0,60.0,65.0
Mangat Ram Maa dhuli 500gm,80.0,64.0,70.0
Mangat Ram Maa Sabut 500gm,70.0,56.0,60.0
Mangat Ram Moong Dhuli 500gm,63.0,51.0,57.0
Mangat Ram Moong Sabut 500gm,62.0,53.0,58.0
Mangat Ram Moth 500gm,65.0,53.0,60.0
Mangat Ram Moth Dal 500gm,50.0,35.0,40.0
Mangat Ram Safed Matar 500gm,33.0,20.0,25.0
Mangat Ram White Chana 500gm,107.0,80.0,85.0
Mangatram Channa Dal 500gm,65.0,42.0,50.0
Mangatram Lal Rajma 500gm,74.0,60.0,65.0
Mangatram Maa Sabut/Kale Maa 500gm ,87.0,70.0,72.0
Mangatram Malka Dal/Masur Dhuli 500gm,52.0,41.0,46.0
Mangatram Mix Daal 500gm,94.0,76.0,80.0
Mangatram Moong Chilka Daal 500gm Pckt ,64.0,52.0,58.0
Mangatram Moong Dhuli 500gm,67.0,54.0,60.0
Mangatram Rajma Chitra ,96.0,81.0,86.0
Mangatram Sabut Kale Masur,68.0,55.0,60.0
